...1,location_name,diver,buddy,orig_lat,orig_lon,sample_collection_date,year,visibility_m,direction,depth_m,method,block,taxon_id,scientific_name,habitat,transect_decimal_latitude,transect_decimal_longitude,event,orig_scientific_name,rank,kingdom,phylum,class,order,family,genus,size_class,size_count
487,Curlew Sand,Zach Foltz,Scott Jones,16.78734,-88.09379,9/21/2015,2015,25,SW,7,1,2,xsp,Xyrichtys splendens,Sand,16.78734,-88.0938,Curlew Sand_2015,Xyricthys splendens,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Xyrichtys,15,2
488,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,aba,Acanthurus bahianus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Acanthurus bahianus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,2.5,2
488,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,aba,Acanthurus bahianus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Acanthurus bahianus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,5,4
489,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,atr,Acanthurus tractus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Acanthurus tractus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,5,4
489,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,atr,Acanthurus tractus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Acanthurus tractus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,7.5,1
490,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,bvt,Balistes vetula,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Balistes vetula,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Balistes,10,1
493,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,cro,Canthigaster rostrata,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Canthigaster rostrata,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,5,1
496,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,crs,Cryptotomus roseus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Cryptotomus roseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Cryptotomus,2.5,1
496,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,crs,Cryptotomus roseus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Cryptotomus roseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Cryptotomus,5,15
496,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,crs,Cryptotomus roseus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Cryptotomus roseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Cryptotomus,7.5,1
497,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,crs,Cryptotomus roseus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Cryptotomus roseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Cryptotomus,2.5,1
497,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,crs,Cryptotomus roseus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Cryptotomus roseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Cryptotomus,5,10
497,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,crs,Cryptotomus roseus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Cryptotomus roseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Cryptotomus,10,1
499,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,hbi,Halichoeres bivittatus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,1
499,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,hbi,Halichoeres bivittatus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,5
499,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,hbi,Halichoeres bivittatus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,5
499,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,hbi,Halichoeres bivittatus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,12.5,3
500,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,hbi,Halichoeres bivittatus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,8
500,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,hbi,Halichoeres bivittatus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,2
500,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,hbi,Halichoeres bivittatus,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,1
501,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,hpo,Halichoeres poeyi,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Halichoeres poeyi,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,1
502,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,hpo,Halichoeres poeyi,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Halichoeres poeyi,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,4
504,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,hni,Hypoplectrus nigricans,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Hypoplectrus nigricans,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Hypoplectrus,5,2
508,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,sra,Sparisoma radians,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Sparisoma radians,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,2.5,6
508,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,sra,Sparisoma radians,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Sparisoma radians,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,5,20
508,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,sra,Sparisoma radians,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Sparisoma radians,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,7.5,1
509,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,sra,Sparisoma radians,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Sparisoma radians,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,5,2
510,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,sra,Sparisoma radians,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Sparisoma radians,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,2.5,1
510,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,sra,Sparisoma radians,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Sparisoma radians,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,5,9
510,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,sra,Sparisoma radians,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Sparisoma radians,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,7.5,6
511,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,xsp,Xyrichtys splendens,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Xyricthys splendens,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Xyrichtys,7.5,4
511,Curlew Seagrass,Zach Foltz,Scott Jones,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,2,xsp,Xyrichtys splendens,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Xyricthys splendens,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Xyrichtys,10,2
512,Curlew Seagrass,Scott Jones,Zach Foltz,16.787278,-88.085056,9/20/2015,2015,30,NE,6,1,1,xsp,Xyrichtys splendens,Seagrass,16.78728,-88.0851,Curlew Seagrass_2015,Xyricthys splendens,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Xyrichtys,5,3
514,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,aba,Acanthurus bahianus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Acanthurus bahianus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,5,1
514,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,aba,Acanthurus bahianus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Acanthurus bahianus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,7.5,3
515,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,aco,Acanthurus coeruleus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Acanthurus coeruleus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,5,2
515,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,aco,Acanthurus coeruleus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Acanthurus coeruleus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,7.5,1
516,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,atr,Acanthurus tractus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Acanthurus tractus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,7.5,7
516,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,atr,Acanthurus tractus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Acanthurus tractus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,10,5
516,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,atr,Acanthurus tractus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Acanthurus tractus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,12.5,2
520,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,ama,Aulostomus maculatus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Aulostomus maculatus,Species,Animalia,Chordata,Actinopteri,Syngnathiformes,Aulostomidae,Aulostomus,15,1
521,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,ama,Aulostomus maculatus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Aulostomus maculatus,Species,Animalia,Chordata,Actinopteri,Syngnathiformes,Aulostomidae,Aulostomus,12.5,1
522,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,bvt,Balistes vetula,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Balistes vetula,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Balistes,20,1
523,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,cro,Canthigaster rostrata,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Canthigaster rostrata,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,5,2
524,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,cro,Canthigaster rostrata,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Canthigaster rostrata,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,2.5,1
525,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,ccr,Cephalopholis cruentata,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Cephalopholis cruentata,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Cephalopholis,12.5,1
526,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,ccr,Cephalopholis cruentata,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Cephalopholis cruentata,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Cephalopholis,7.5,2
526,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,ccr,Cephalopholis cruentata,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Cephalopholis cruentata,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Cephalopholis,10,2
527,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,cca,Chaetodon capistratus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Chaetodon capistratus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,5,2
527,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,cca,Chaetodon capistratus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Chaetodon capistratus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,7.5,4
528,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,cca,Chaetodon capistratus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Chaetodon capistratus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,5,2
529,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,cst,Chaetodon striatus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Chaetodon striatus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,10,2
530,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,cst,Chaetodon striatus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Chaetodon striatus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,7.5,2
531,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,ccy,Chromis cyanea,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Chromis cyanea,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,5,5
531,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,ccy,Chromis cyanea,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Chromis cyanea,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,7.5,17
531,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,ccy,Chromis cyanea,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Chromis cyanea,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,10,13
532,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,ccy,Chromis cyanea,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Chromis cyanea,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,2.5,30
532,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,ccy,Chromis cyanea,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Chromis cyanea,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,5,17
541,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,elo,Elacatinus lobeli,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Elacatinus lobeli,Species,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Elacatinus,2.5,4
541,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,elo,Elacatinus lobeli,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Elacatinus lobeli,Species,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Elacatinus,5,24
543,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,hca,Haemulon carbonarium,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Haemulon carbonarium,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,7.5,2
544,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hfl,Haemulon flavolineatum,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,7.5,2
544,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hfl,Haemulon flavolineatum,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10,3
544,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hfl,Haemulon flavolineatum,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,12.5,2
545,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,hfl,Haemulon flavolineatum,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,5,1
545,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,hfl,Haemulon flavolineatum,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,7.5,2
546,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hpl,Haemulon plumierii,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Haemulon plumierii,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,12.5,3
546,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hpl,Haemulon plumierii,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Haemulon plumierii,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,15,2
547,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,hpl,Haemulon plumierii,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Haemulon plumierii,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,7.5,1
548,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hsc,Haemulon sciurus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10,1
548,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hsc,Haemulon sciurus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,12.5,2
549,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hcy,Halichoeres cyanocephalus,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Halichoeres cyanocephalus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,15,1
550,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hga,Halichoeres garnoti,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,16
550,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hga,Halichoeres garnoti,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,6
550,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hga,Halichoeres garnoti,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,3
550,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hga,Halichoeres garnoti,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,15,3
551,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,hga,Halichoeres garnoti,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,2.5,8
551,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,hga,Halichoeres garnoti,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,20
551,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,hga,Halichoeres garnoti,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,5
551,South Reef Central,Scott Jones,Zach Foltz,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,1,hga,Halichoeres garnoti,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,4
552,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hma,Halichoeres maculipinna,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Halichoeres maculipinna,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,1
552,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,hma,Halichoeres maculipinna,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Halichoeres maculipinna,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,12.5,2
553,South Reef Central,Zach Foltz,Scott Jones,16.776183,-88.0754,9/17/2015,2015,20,NW,10,1,2,htr,Holacanthus tricolor,Fore Reef,16.77618,-88.0754,South Reef Central_2015,Holacanthus tricolor,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Pomacanthidae,Holacanthus,12.5,2
